"Latin.Name","summer_tif","winter_tif","D","I","rank.corr","sum_lon","sum_lat","win_lon","win_lat","distance","bearing"
"Nyctalus noctula","./Summer_SDMs_redone/Nyctalus noctula_summer.tif","./Winter_SDMs_redone/Nyctalus noctula.tif",0.341029846651145,0.549227663376278,0.510178082004602,25.2267090336064,52.0515681443347,7.98549289412419,49.7285781298864,1237215.88281861,71.3532200436245
"Nycteris arge","./Summer_SDMs_redone/Nycteris arge_summer.tif","./Winter_SDMs_redone/Nycteris arge.tif",0.660486959023224,0.693968945932019,0.493204327839739,15.6107838847565,5.03413578584811,17.7146269941538,2.1722341954023,393412.107235023,-36.3890298774357
"Nycteris grandis","./Summer_SDMs_redone/Nycteris grandis_summer.tif","./Winter_SDMs_redone/Nycteris grandis.tif",0.540239911774643,0.708339898338556,0.398513239712572,18.4694875733155,2.75294386677463,23.0556062168936,-0.857460795598942,647962.506835739,-51.9530449123921
"Nycteris hispida","./Summer_SDMs_redone/Nycteris hispida_summer.tif","./Winter_SDMs_redone/Nycteris hispida.tif",0.409505395816862,0.60099594196184,0.343355679070482,21.5285254740049,-0.286002436276019,21.3738976812547,1.1684994718379,161749.077237109,173.890525552522
"Nycteris macrotis","./Summer_SDMs_redone/Nycteris macrotis_summer.tif","./Winter_SDMs_redone/Nycteris macrotis.tif",0.830540754035854,0.856857152202274,0.554326513563996,20.4329925925493,0.868347696703236,19.6721858660435,1.45528138232199,106685.815252042,127.460390254283
"Nycteris thebaica","./Summer_SDMs_redone/Nycteris thebaica_summer.tif","./Winter_SDMs_redone/Nycteris thebaica.tif",0.707378815335785,0.816471560069728,0.623688781825789,26.3183809362468,-0.291687315947481,23.9708849384534,0.878819379865558,291610.507168458,116.339047117125
"Nycticeinops schlieffenii","./Summer_SDMs_redone/Nycticeinops schlieffenii_summer.tif","./Winter_SDMs_redone/Nycticeinops schlieffenii.tif",0.427098692430391,0.64109398574227,0.354763864487207,21.6682640248045,-1.61722296765602,20.0242231542099,1.55410832272534,395542.643944269,152.435813364972
"Nycticeius humeralis","./Summer_SDMs_redone/Nycticeius humeralis_summer.tif","./Winter_SDMs_redone/Nycticeius humeralis.tif",0.326083587277763,0.552834474229589,0.496454115694698,-91.4864713798292,34.7187625829148,-91.2945835618108,31.2572503503321,384315.310068718,-2.62294670494608
"Nyctimene robinsoni","./Summer_SDMs_redone/Nyctimene robinsoni_summer.tif","./Winter_SDMs_redone/Nyctimene robinsoni.tif",0.580624601657118,0.600880475760306,0.585650141804501,149.09303185438,-24.0045790671217,150.833200552369,-25.5114988315275,242568.690015131,-46.8861761748729
"Nyctinomops femorosaccus","./Summer_SDMs_redone/Nyctinomops femorosaccus_summer.tif","./Winter_SDMs_redone/Nyctinomops femorosaccus.tif",0.542991779192326,0.558809559701587,0.38231777630307,-108.903437638169,30.5016630491579,-107.570527599097,27.8004046412782,326274.411554629,-23.0982102522721
"Nyctinomops laticaudatus","./Summer_SDMs_redone/Nyctinomops laticaudatus_summer.tif","./Winter_SDMs_redone/Nyctinomops laticaudatus.tif",0.384118288806669,0.47937313864006,0.197704219096071,-67.7225944641538,-0.157823539933814,-65.5348826407382,1.35017211659545,295133.296804031,-124.385047835799
"Nyctinomops macrotis","./Summer_SDMs_redone/Nyctinomops macrotis_summer.tif","./Winter_SDMs_redone/Nyctinomops macrotis.tif",0.381883115329378,0.608720943096885,0.127956964567831,-84.5005361713122,17.4287038464448,-87.0264259948759,20.4614251965075,428308.093754133,141.184824935982
"Nyctophilus bifax","./Summer_SDMs_redone/Nyctophilus bifax_summer.tif","./Winter_SDMs_redone/Nyctophilus bifax.tif",0.457979928779541,0.585544618329729,0.519578988226418,144.222226632793,-23.410275748915,144.915951764325,-24.0437331390957,99627.4868698095,-45.3750100351739
"Nyctophilus geoffroyi","./Summer_SDMs_redone/Nyctophilus geoffroyi_summer.tif","./Winter_SDMs_redone/Nyctophilus geoffroyi.tif",0.561143312981408,0.741176291482976,0.338663492253057,134.625197758367,-26.5421596699199,135.502389422392,-30.2048812254578,414924.530742376,-12.170337364359
"Nyctophilus gouldi","./Summer_SDMs_redone/Nyctophilus gouldi_summer.tif","./Winter_SDMs_redone/Nyctophilus gouldi.tif",0.258002251889993,0.504284558595143,0.464921860082022,148.314403250034,-33.9448313532705,146.014782496023,-30.7848573803013,411836.969273837,148.908024454916
"Otomops martiensseni","./Summer_SDMs_redone/Otomops martiensseni_summer.tif","./Winter_SDMs_redone/Otomops martiensseni.tif",0.00564039802042304,0.0705857746631218,0.0605459091827822,36.6791666666667,-2.30972222222222,33.7811574345058,-6.25889737313539,542370.055123392,36.4978182773507
"Otopteropus cartilagonodus","./Summer_SDMs_redone/Otopteropus cartilagonodus_summer.tif","./Winter_SDMs_redone/Otopteropus cartilagonodus.tif",0.0283742331288539,0.16621535062486,0.113049475471753,121.671052631579,15.3223684210526,122.00543200409,14.0598798568507,144256.540094925,-14.4147433037056
"Ozimops petersi","./Summer_SDMs_redone/Ozimops petersi_summer.tif","./Winter_SDMs_redone/Ozimops petersi.tif",0.464637029278087,0.657925156568109,0.457090010358251,136.885522749274,-28.8610132300742,138.693154172652,-29.5417378392018,191295.730933034,-67.2134610966409
"Parastrellus hesperus","./Summer_SDMs_redone/Parastrellus hesperus_summer.tif","./Winter_SDMs_redone/Parastrellus hesperus.tif",0.667532496739025,0.700810519968765,0.605655246443941,-110.930848185146,35.4498167794495,-106.651244771286,33.0810900463275,473611.994850837,-55.1188066552405
"Penthetor lucasi","./Summer_SDMs_redone/Penthetor lucasi_summer.tif","./Winter_SDMs_redone/Penthetor lucasi.tif",0.0661025912214945,0.0838046820688496,-0.0772215257101831,112.397298607439,2.09382161114049,112.724766255844,0.121564669216604,221106.216586361,-9.48514297000405
"Perimyotis subflavus","./Summer_SDMs_redone/Perimyotis subflavus_summer.tif","./Winter_SDMs_redone/Perimyotis subflavus.tif",0.714299248967297,0.796002872341378,0.68258062354737,-87.8746483071054,35.5158366118264,-88.6344413885129,37.0347692211694,181845.342898396,157.724848918229
"Peropteryx kappleri","./Summer_SDMs_redone/Peropteryx kappleri_summer.tif","./Winter_SDMs_redone/Peropteryx kappleri.tif",0.061302326335171,0.2472289996379,0.0526042570984849,-66.2137590203897,-2.02600240005597,-71.3013259571479,7.53252327010889,1198526.94380084,151.67825260659
"Peropteryx macrotis","./Summer_SDMs_redone/Peropteryx macrotis_summer.tif","./Winter_SDMs_redone/Peropteryx macrotis.tif",0.513563786811257,0.608885651016393,0.377216401447766,-65.814646506643,0.928194929504584,-63.7541345824111,-0.540083237210469,281012.960708635,-54.7087992496309
"Phylloderma stenops","./Summer_SDMs_redone/Phylloderma stenops_summer.tif","./Winter_SDMs_redone/Phylloderma stenops.tif",0.400725589898399,0.602026568853711,0.273721647211977,-67.3644564843481,2.32722523219814,-65.3688353425127,-1.60663933801824,488408.66294853,-27.0539878316454
"Phyllostomus discolor","./Summer_SDMs_redone/Phyllostomus discolor_summer.tif","./Winter_SDMs_redone/Phyllostomus discolor.tif",0.560461139564611,0.641981162876823,0.459770310236934,-68.5966743799691,4.97190577904355,-61.9338476533097,-2.26962475276821,1090998.52271187,-42.7726073812922
"Phyllostomus elongatus","./Summer_SDMs_redone/Phyllostomus elongatus_summer.tif","./Winter_SDMs_redone/Phyllostomus elongatus.tif",0.656383169783398,0.715494268148175,0.444791758850733,-64.4370203480517,-1.5593203354411,-62.056082513126,-2.72057489443008,294342.186453012,-64.1836403399964
"Phyllostomus hastatus","./Summer_SDMs_redone/Phyllostomus hastatus_summer.tif","./Winter_SDMs_redone/Phyllostomus hastatus.tif",0.57632979037273,0.751489790798877,0.433465952633905,-63.8033025721882,-2.64752500309157,-60.4043778435303,-6.11760113991191,538081.180756321,-44.6566120448141
"Phyllostomus latifolius","./Summer_SDMs_redone/Phyllostomus latifolius_summer.tif","./Winter_SDMs_redone/Phyllostomus latifolius.tif",0.101470023395207,0.312556170449367,0.251208519234146,-57.0686802563253,4.26907247817921,-62.9079213077738,0.571893513507221,767311.816859821,57.7133396974159
"Pipistrellus abramus","./Summer_SDMs_redone/Pipistrellus abramus_summer.tif","./Winter_SDMs_redone/Pipistrellus abramus.tif",0.395235151446005,0.527766462606344,0.489227770112959,117.755219421499,24.830512503903,122.330852494797,30.8855705294148,808066.612598616,-145.0169797452
"Pipistrellus javanicus","./Summer_SDMs_redone/Pipistrellus javanicus_summer.tif","./Winter_SDMs_redone/Pipistrellus javanicus.tif",0.114216282640144,0.33281100314548,0.264570628995872,113.330568579486,16.6877357048211,109.740360267035,17.2806338112021,387920.446111233,99.2103132143544
"Pipistrellus kuhlii","./Summer_SDMs_redone/Pipistrellus kuhlii_summer.tif","./Winter_SDMs_redone/Pipistrellus kuhlii.tif",0.573067628955645,0.709232207762264,0.669641197618091,21.8116607373304,45.4382807167023,19.7953136485757,45.3410420041243,158266.501689641,85.3673278334914
"Pipistrellus nanulus","./Summer_SDMs_redone/Pipistrellus nanulus_summer.tif","./Winter_SDMs_redone/Pipistrellus nanulus.tif",0.363423169895617,0.536761425426617,0.459670220803946,11.6963376882313,5.54587071724645,16.3786169138074,5.56608910295727,518799.985535182,-90.0199953417521
"Pipistrellus nathusii","./Summer_SDMs_redone/Pipistrellus nathusii_summer.tif","./Winter_SDMs_redone/Pipistrellus nathusii.tif",0.440532339055017,0.577967188283462,0.436512823959399,22.3258022007384,52.2190819730535,9.47739999162672,49.0694397926217,972359.096839009,64.0224455360333
"Pipistrellus pipistrellus","./Summer_SDMs_redone/Pipistrellus pipistrellus_summer.tif","./Winter_SDMs_redone/Pipistrellus pipistrellus.tif",0.552811337684807,0.688574077280769,0.608521693282823,12.3615543894432,50.4736879440266,5.30316005441449,49.1750295488504,527803.497156342,71.4457187598755
"Pipistrellus pygmaeus","./Summer_SDMs_redone/Pipistrellus pygmaeus_summer.tif","./Winter_SDMs_redone/Pipistrellus pygmaeus.tif",0.436845595378142,0.643039569371509,0.538557099612374,15.7255387948392,52.5635392673249,5.38436224130649,51.2796734947675,724977.693530444,74.6023995957551
"Pipistrellus rueppellii","./Summer_SDMs_redone/Pipistrellus rueppellii_summer.tif","./Winter_SDMs_redone/Pipistrellus rueppellii.tif",0.376132894473444,0.608020084042623,-0.0709258109518569,25.5159984374771,7.21656286526113,25.233591645174,0.752915895646179,715442.255512674,2.50390020261786
"Pipistrellus tenuis","./Summer_SDMs_redone/Pipistrellus tenuis_summer.tif","./Winter_SDMs_redone/Pipistrellus tenuis.tif",0.545593987641698,0.606149577803625,0.346606252903102,98.9458814158752,19.016596416612,101.809484930052,13.4089284758836,691907.965854049,-25.8748774613364
"Platyrrhinus brachycephalus","./Summer_SDMs_redone/Platyrrhinus brachycephalus_summer.tif","./Winter_SDMs_redone/Platyrrhinus brachycephalus.tif",0.219110452186171,0.337279310505238,0.207273156771235,-70.4982047046695,0.296276446193856,-64.8872584630591,-5.07209414381023,861138.583244427,-46.5830291774055
"Platyrrhinus dorsalis","./Summer_SDMs_redone/Platyrrhinus dorsalis_summer.tif","./Winter_SDMs_redone/Platyrrhinus dorsalis.tif",0.229515916368625,0.455316297896759,0.43425475984258,-72.5192440509826,-4.43359546681735,-74.9436928589078,2.26538176426983,788311.807803236,159.994001401662
"Platyrrhinus helleri","./Summer_SDMs_redone/Platyrrhinus helleri_summer.tif","./Winter_SDMs_redone/Platyrrhinus helleri.tif",0.628127443974414,0.727760773085949,0.509291808178169,-68.886094394294,0.307302462944393,-67.4678223677657,-0.121113075671546,164834.499715451,-73.2979844939082
"Platyrrhinus infuscus","./Summer_SDMs_redone/Platyrrhinus infuscus_summer.tif","./Winter_SDMs_redone/Platyrrhinus infuscus.tif",0.342681089346751,0.48793441464698,0.217983096550703,-71.4011034105417,-6.68485926196121,-68.32527773405,-3.63685335942009,479453.612140814,-134.793425397581
"Platyrrhinus lineatus","./Summer_SDMs_redone/Platyrrhinus lineatus_summer.tif","./Winter_SDMs_redone/Platyrrhinus lineatus.tif",0.360714405163978,0.459359760923247,0.385753591100271,-57.678644492012,-17.8028571189672,-52.6619360817286,-17.0583649760419,539284.96515073,-99.5343815805028
"Platyrrhinus vittatus","./Summer_SDMs_redone/Platyrrhinus vittatus_summer.tif","./Winter_SDMs_redone/Platyrrhinus vittatus.tif",0.3630667320411,0.469988775981476,0.408582162259215,-75.4042569710045,0.00900183060376981,-76.0830181957689,0.159240381453467,77363.9211195107,102.399165725472
"Plecotus auritus","./Summer_SDMs_redone/Plecotus auritus_summer.tif","./Winter_SDMs_redone/Plecotus auritus.tif",0.441851807508703,0.646011651035226,0.611942775438938,23.3650271129822,52.6819572827529,8.76590391033052,51.5687905361638,1005709.43200671,77.2020532645322
"Plecotus austriacus","./Summer_SDMs_redone/Plecotus austriacus_summer.tif","./Winter_SDMs_redone/Plecotus austriacus.tif",0.749414917524633,0.750807107434634,0.653232417875923,13.4244832089669,46.3858921970165,10.976394323334,47.5884137631203,229231.797816742,124.771945865537
"Ptenochirus jagori","./Summer_SDMs_redone/Ptenochirus jagori_summer.tif","./Winter_SDMs_redone/Ptenochirus jagori.tif",0.131280034949714,0.355782747615677,0.268616693448811,122.338826366559,12.9653001071811,122.519750254842,12.2188910732489,84880.981399186,-13.3720843472761
"Pteronotus davyi","./Summer_SDMs_redone/Pteronotus davyi_summer.tif","./Winter_SDMs_redone/Pteronotus davyi.tif",0.334775542755277,0.537698523051064,0.464159258348021,-87.54234807106,21.0612361699148,-89.6394610295753,17.6527615632644,436906.451192242,29.9421528978112
"Pteronotus gymnonotus","./Summer_SDMs_redone/Pteronotus gymnonotus_summer.tif","./Winter_SDMs_redone/Pteronotus gymnonotus.tif",0.812785307767984,0.879192911712226,0.459840470768434,-66.9758173340281,0.757441012999852,-67.135311625471,0.0184090802495172,83624.4081459035,12.2573892023425
"Pteronotus mesoamericanus","./Summer_SDMs_redone/Pteronotus mesoamericanus_summer.tif","./Winter_SDMs_redone/Pteronotus mesoamericanus.tif",0.503104244874346,0.586347454365369,0.0775238370044552,-87.9893422257094,16.9726036354126,-88.7590119357012,16.3762031956877,105339.104578273,51.0936331869792
"Pteronotus parnellii","./Summer_SDMs_redone/Pteronotus parnellii_summer.tif","./Winter_SDMs_redone/Pteronotus parnellii.tif",0.677369816908355,0.678101343280054,0.600979513194821,-77.2277191043958,13.9019405043341,-75.1716260644142,10.0465573925285,481685.381771382,-27.4958289750866
"Pteronotus personatus","./Summer_SDMs_redone/Pteronotus personatus_summer.tif","./Winter_SDMs_redone/Pteronotus personatus.tif",0.331859217194071,0.497040841714004,0.31525221420899,-86.5041813000173,17.1868007177538,-78.0557413386634,11.7859714534645,1088925.59156388,-55.7282002187798
"Pteronotus quadridens","./Summer_SDMs_redone/Pteronotus quadridens_summer.tif","./Winter_SDMs_redone/Pteronotus quadridens.tif",0.273559241343505,0.522474215202258,0.409363446620857,-77.8065361574668,22.4450684638425,-78.6742622284187,21.9431422098292,105336.724812369,57.9907752486016
"Pteropus alecto","./Summer_SDMs_redone/Pteropus alecto_summer.tif","./Winter_SDMs_redone/Pteropus alecto.tif",0.590250701871296,0.714253944849848,0.649549095220812,140.079073394184,-21.822860894396,139.319027598853,-21.9861701078189,80591.2129150849,77.1755534350752
"Pteropus conspicillatus","./Summer_SDMs_redone/Pteropus conspicillatus_summer.tif","./Winter_SDMs_redone/Pteropus conspicillatus.tif",0.128605769230807,0.299899953990043,0.291439120812578,146.79992988782,-24.7404346955128,144.336328976035,-15.4117647058823,1064315.73956275,166.397561356675
"Pteropus giganteus","./Summer_SDMs_redone/Pteropus giganteus_summer.tif","./Winter_SDMs_redone/Pteropus giganteus.tif",0.720093775818561,0.80617317621414,0.724643875558434,82.1362086570738,21.815314390116,80.602811129749,21.2914729309516,169090.697047836,69.6585088692557
"Pteropus poliocephalus","./Summer_SDMs_redone/Pteropus poliocephalus_summer.tif","./Winter_SDMs_redone/Pteropus poliocephalus.tif",0.61549582814164,0.704927086545611,0.664698773588145,147.49600762722,-34.2953313073531,148.325515510742,-33.677970431939,102780.344999841,-132.010299111355
"Pteropus scapulatus","./Summer_SDMs_redone/Pteropus scapulatus_summer.tif","./Winter_SDMs_redone/Pteropus scapulatus.tif",0.384559198981281,0.583595640975054,0.428371221047355,137.699539564461,-24.8913177155198,143.642264016216,-25.0852777905745,600311.485299637,-89.2070603763907
"Pteropus vampyrus","./Summer_SDMs_redone/Pteropus vampyrus_summer.tif","./Winter_SDMs_redone/Pteropus vampyrus.tif",0.401214036254634,0.528797075528765,0.399485350073666,108.712583968116,4.41332803008389,108.52309579245,4.93138246761646,61023.3235207793,159.839373438907
"Pygoderma bilabiatum","./Summer_SDMs_redone/Pygoderma bilabiatum_summer.tif","./Winter_SDMs_redone/Pygoderma bilabiatum.tif",0.0846103905900583,0.290103181694494,0.218611905329484,-56.7621672731116,-18.5368037836124,-55.1945923559342,-25.5843243403148,796952.997267106,-12.0162674171902
"Rhinolophus affinis","./Summer_SDMs_redone/Rhinolophus affinis_summer.tif","./Winter_SDMs_redone/Rhinolophus affinis.tif",0.563819968457606,0.666635465598318,0.39639558204785,106.935949587437,17.0309413626124,105.266410921054,13.0299883100921,477705.413667832,21.8633795129011
"Rhinolophus alcyone","./Summer_SDMs_redone/Rhinolophus alcyone_summer.tif","./Winter_SDMs_redone/Rhinolophus alcyone.tif",0.767038149043082,0.78974582686426,0.468612895091644,17.4225983752605,4.21171317408067,20.4729628996572,2.15590547816426,408186.357988821,-56.0814164248494
"Rhinolophus arcuatus","./Summer_SDMs_redone/Rhinolophus arcuatus_summer.tif","./Winter_SDMs_redone/Rhinolophus arcuatus.tif",0.335136855506024,0.576076655612281,0.438011750865211,123.193081761006,11.7460691823899,122.593279227668,11.9691014215998,69856.083401808,110.620392353298
"Rhinolophus blasii","./Summer_SDMs_redone/Rhinolophus blasii_summer.tif","./Winter_SDMs_redone/Rhinolophus blasii.tif",0.143730775350239,0.279902875047713,0.220526120445773,31.6979480173892,5.30263986424469,31.0467511377601,30.6916518116382,2811264.1685161,178.479710377223
"Rhinolophus clivosus","./Summer_SDMs_redone/Rhinolophus clivosus_summer.tif","./Winter_SDMs_redone/Rhinolophus clivosus.tif",0.298716905523579,0.327986991061618,0.0418185192870614,31.1679744215181,-3.72694161667952,28.5782093565803,1.4551040193518,641373.737279842,153.310577626851
"Rhinolophus eloquens","./Summer_SDMs_redone/Rhinolophus eloquens_summer.tif","./Winter_SDMs_redone/Rhinolophus eloquens.tif",0.389251580856709,0.447597455779835,0.271837288720148,27.6776363711613,0.659297657478683,30.2070280860752,-1.62884185985421,378523.313505159,-48.074428846668
"Rhinolophus euryale","./Summer_SDMs_redone/Rhinolophus euryale_summer.tif","./Winter_SDMs_redone/Rhinolophus euryale.tif",0.231654301379279,0.468805517299008,0.377105062063081,20.314272578144,44.8077867416815,6.33740035041612,44.2487801138852,1111398.73401794,81.9026170103334
"Rhinolophus ferrumequinum","./Summer_SDMs_redone/Rhinolophus ferrumequinum_summer.tif","./Winter_SDMs_redone/Rhinolophus ferrumequinum.tif",0.393065914416079,0.584532550993604,0.543071994461069,25.7235809680005,46.1617200941773,18.2190391326947,44.4997772332368,616326.235668982,69.9227315454691
"Rhinolophus fumigatus","./Summer_SDMs_redone/Rhinolophus fumigatus_summer.tif","./Winter_SDMs_redone/Rhinolophus fumigatus.tif",0.387910675814707,0.570421068530292,0.339379233653085,23.3528117327483,1.5411612599906,20.3233485398595,-2.18023749477615,531989.244733267,39.3558117672238
"Rhinolophus hildebrandtii","./Summer_SDMs_redone/Rhinolophus hildebrandtii_summer.tif","./Winter_SDMs_redone/Rhinolophus hildebrandtii.tif",0.225969395335668,0.468894566379835,0.400740398607276,31.8300149261688,-7.85830801215416,27.5992407641262,-9.74478779775169,510059.768860781,66.1899141509135
"Rhinolophus hipposideros","./Summer_SDMs_redone/Rhinolophus hipposideros_summer.tif","./Winter_SDMs_redone/Rhinolophus hipposideros.tif",0.339216064625872,0.572076858446917,0.449762014362555,21.4826154151447,48.0526305168204,6.17220793710077,47.3250579385373,1150334.82585456,80.3216586468818
"Rhinolophus landeri","./Summer_SDMs_redone/Rhinolophus landeri_summer.tif","./Winter_SDMs_redone/Rhinolophus landeri.tif",0.889636560591381,0.89855125135056,0.351722059133058,22.4639661468931,-2.33177463747938,21.6138361065911,-0.672849194268018,206392.740734172,152.728302924764
"Rhinolophus lepidus","./Summer_SDMs_redone/Rhinolophus lepidus_summer.tif","./Winter_SDMs_redone/Rhinolophus lepidus.tif",0.363766772566629,0.438782832040665,0.224235646311897,101.484159159159,17.4595192650277,93.8181137502595,19.413653144738,838128.513271038,103.71733164218
"Rhinolophus malayanus","./Summer_SDMs_redone/Rhinolophus malayanus_summer.tif","./Winter_SDMs_redone/Rhinolophus malayanus.tif",0.636874881005607,0.787575540509972,0.361783443107894,101.299967928159,17.4150630746205,101.907047521267,16.7665790135356,96568.9384110629,-41.9085877447889
"Rhinolophus megaphyllus","./Summer_SDMs_redone/Rhinolophus megaphyllus_summer.tif","./Winter_SDMs_redone/Rhinolophus megaphyllus.tif",0.508169291338708,0.707771797045671,0.666656260618755,146.039280031822,-26.9067422434367,143.810576607612,-26.2750984251968,232769.625124833,107.993543812852
"Rhinolophus mehelyi","./Summer_SDMs_redone/Rhinolophus mehelyi_summer.tif","./Winter_SDMs_redone/Rhinolophus mehelyi.tif",0.242268121105637,0.366141430090746,0.294110259013123,16.636662984869,37.7821593149481,19.1521884184399,43.258942943785,644357.478458955,-159.856116668917
"Rhinolophus monoceros","./Summer_SDMs_redone/Rhinolophus monoceros_summer.tif","./Winter_SDMs_redone/Rhinolophus monoceros.tif",0.324212271973467,0.428359003264942,0.379614174114536,120.985869565217,23.6856280193237,119.664662797125,24.4534964068546,159015.849337417,122.062077115207
"Rhinolophus pearsonii","./Summer_SDMs_redone/Rhinolophus pearsonii_summer.tif","./Winter_SDMs_redone/Rhinolophus pearsonii.tif",0.522619870930373,0.534500842864368,0.378721055681467,99.056797746723,21.1427445563861,95.2978313218879,21.5071462972406,392040.608770861,95.2210963968504
"Rhinolophus philippinensis","./Summer_SDMs_redone/Rhinolophus philippinensis_summer.tif","./Winter_SDMs_redone/Rhinolophus philippinensis.tif",0.0555879608023562,0.196266802904947,0.153951092910923,119.347929141717,4.53879740518962,121.468540986156,2.35073495100327,337729.537404125,-44.1842519133395
"Rhinolophus pusillus","./Summer_SDMs_redone/Rhinolophus pusillus_summer.tif","./Winter_SDMs_redone/Rhinolophus pusillus.tif",0.4990980335589,0.581389198635536,0.345618675897988,100.69615795247,20.7795378786669,95.176305262245,22.1003420350816,590548.945938368,103.316152070074
"Rhinolophus simulator","./Summer_SDMs_redone/Rhinolophus simulator_summer.tif","./Winter_SDMs_redone/Rhinolophus simulator.tif",0.464960332451394,0.575376209146474,0.329208298177421,30.1758663330537,-15.7799636978971,33.4661739705327,-11.3246867522982,608049.330700969,-144.522515331108
"Rhinolophus stheno","./Summer_SDMs_redone/Rhinolophus stheno_summer.tif","./Winter_SDMs_redone/Rhinolophus stheno.tif",0.51883069182074,0.573027295009001,0.432441880478271,101.335123309467,15.3214250198886,99.5644448517432,14.9997556207234,193593.69061392,79.1750561348387
"Rhinolophus subrufus","./Summer_SDMs_redone/Rhinolophus subrufus_summer.tif","./Winter_SDMs_redone/Rhinolophus subrufus.tif",0.545486978237628,0.726894713538448,0.474633612563861,122.92099704267,11.9897549640896,122.692933166845,11.9934445237246,24840.8820062951,90.9177452487422
"Rhinolophus swinnyi","./Summer_SDMs_redone/Rhinolophus swinnyi_summer.tif","./Winter_SDMs_redone/Rhinolophus swinnyi.tif",0.155037658093673,0.207023391638907,-0.243633539703403,27.8707220561158,-12.6116847412963,29.7796137084932,-16.1708055042395,444341.270344583,-27.8434878112154
"Rhinolophus trifoliatus","./Summer_SDMs_redone/Rhinolophus trifoliatus_summer.tif","./Winter_SDMs_redone/Rhinolophus trifoliatus.tif",0.364584170752724,0.532256642918004,0.216677460479376,109.389046562915,0.909113976392752,111.854814993049,-0.287937119024704,304727.402196017,-64.2526665616523
"Rhinonicteris aurantia","./Summer_SDMs_redone/Rhinonicteris aurantia_summer.tif","./Winter_SDMs_redone/Rhinonicteris aurantia.tif",0.438017742788409,0.634248468693291,0.547252928382436,134.860082153418,-17.8987941366547,132.76559997536,-16.2041445936512,291350.350630931,130.3709388286
"Rhinophylla fischerae","./Summer_SDMs_redone/Rhinophylla fischerae_summer.tif","./Winter_SDMs_redone/Rhinophylla fischerae.tif",0.503143104374892,0.616232987831914,0.442722142690291,-70.8190104166667,-1.84800394527702,-67.3715399969728,-3.67836634880993,433464.42930888,-62.2573805050866
"Rhinophylla pumilio","./Summer_SDMs_redone/Rhinophylla pumilio_summer.tif","./Winter_SDMs_redone/Rhinophylla pumilio.tif",0.813326970566567,0.875908770886005,0.767109614037834,-63.2269349644476,-2.8818501766976,-62.8606069890953,-3.8541220532712,114961.098740577,-20.7502502905518
"Rhinopoma hardwickii","./Summer_SDMs_redone/Rhinopoma hardwickii_summer.tif","./Winter_SDMs_redone/Rhinopoma hardwickii.tif",0.279603683573585,0.407944327926853,0.354080891689437,48.7008861331459,29.5863624192523,32.7907776155374,22.5084538360692,1772411.8835786,60.4232328856088
"Rhinopoma microphyllum","./Summer_SDMs_redone/Rhinopoma microphyllum_summer.tif","./Winter_SDMs_redone/Rhinopoma microphyllum.tif",0.147971060573135,0.240425484464673,0.213036534569321,60.7601141497257,29.2357111164892,42.6314264112903,30.3178190676931,1755305.98030205,89.3510823281068
"Rhogeessa aeneus","./Summer_SDMs_redone/Rhogeessa aeneus_summer.tif","./Winter_SDMs_redone/Rhogeessa aeneus.tif",0.638697557921101,0.748655564633664,0.700861065403156,-88.7958978772232,19.7639845094664,-89.1258870799415,19.4866155291171,46269.4080884425,48.3692752758812
"Rhogeessa parvula","./Summer_SDMs_redone/Rhogeessa parvula_summer.tif","./Winter_SDMs_redone/Rhogeessa parvula.tif",0.322509052598325,0.360863867843538,0.300996336981972,-93.9139643036702,22.302790346908,-96.4242409042269,19.0484048956661,445198.042253657,35.5415605333449
"Rhogeessa tumida","./Summer_SDMs_redone/Rhogeessa tumida_summer.tif","./Winter_SDMs_redone/Rhogeessa tumida.tif",0.362083666425265,0.555046962545381,0.469855994994484,-76.1570971661104,11.6122504244979,-78.0927887430678,11.622937549516,211097.315184279,90.1259208847646
"Rhynchonycteris naso","./Summer_SDMs_redone/Rhynchonycteris naso_summer.tif","./Winter_SDMs_redone/Rhynchonycteris naso.tif",0.742193912887811,0.760564273652125,0.568866514220493,-64.7739049742406,-0.328301793691269,-64.630996148963,-0.577613833814714,31828.1856639786,-29.9880179307758
"Rousettus aegyptiacus","./Summer_SDMs_redone/Rousettus aegyptiacus_summer.tif","./Winter_SDMs_redone/Rousettus aegyptiacus.tif",0.335424651334563,0.517085772375423,0.331764116755899,25.8804017424649,1.52073480912887,25.7928810636428,6.70906175852918,573811.291828007,179.026145410966
"Rousettus amplexicaudatus","./Summer_SDMs_redone/Rousettus amplexicaudatus_summer.tif","./Winter_SDMs_redone/Rousettus amplexicaudatus.tif",0.415298765813419,0.506082676143819,0.34296113169908,116.595828625235,7.4571908349027,114.689646081161,5.36172066143593,313313.047700007,42.1999267883807
"Rousettus lanosus","./Summer_SDMs_redone/Rousettus lanosus_summer.tif","./Winter_SDMs_redone/Rousettus lanosus.tif",0.48809289509943,0.596616213037838,0.494790849976798,32.823495484266,-0.986067375188612,32.9557112984382,-1.6305708031105,72769.0634121967,-11.6675968609966
"Rousettus leschenaultii","./Summer_SDMs_redone/Rousettus leschenaultii_summer.tif","./Winter_SDMs_redone/Rousettus leschenaultii.tif",0.396720219328307,0.626379384814142,0.291632247005743,95.6125892659328,19.0860022064202,89.7862141742069,18.9299322511708,613656.436983016,87.4387010447359
