Latin Name,Common Name,Status,Fig_stat,Colors,Additional migration info,Source,Mig Status (based on Fleming & Eby 2003),sum_lon,sum_lat,win_lon,win_lat,distance (m),dist (km),bearing,D,I,rank.corr
Eumops underwoodi,Underwood's Bonneted Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eumops wilsoni,Wilson&apos;s Bonneted Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Micronomus norfolkensis,Eastern Little Mastiff Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,150.3065425,-34.17237146,150.429506,-33.21438567,106866.6058,106.8666058,-173.910025,0.234256927,0.475965434,0.445864101
Molossops neglectus,Rufous Dog-faced Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Molossops temminckii,Dwarf Dog-faced Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-59.29682822,-13.19667554,-57.73227917,-13.08919503,170048.0069,170.0480069,-94.18735643,0.508201708,0.652301713,0.242535245
Mops aloysiisabaudiae,Duke of Abruzzi's Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops ansorgei,Ansorge's Free-tailed Bat,Unknown,Unknown,Unknown,,,Long-distance Migrant,26.84420449,-6.194927298,29.99038462,3.636904762,1142042.806,1142.042806,-162.1586036,0.000918867,0.03031282,0.013663526
Mops atsinanana,Eastern Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops bakarii,Bakari&apos;s Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops bemmeleni,Gland-tailed Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops bivittatus,Spotted Free-tailed Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,34.0831743,2.247892812,36.32463348,-0.207729177,368725.7683,368.7257683,-42.56234527,0.201546641,0.28318821,0.194064415
Mops brachypterus,Short-winged Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops bregullae,Fijian Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops chapini,Pale Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops congicus,Congo Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops demonstrator,Mongallan Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops gallagheri,Gallagher's Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops jobensis,Jobie Island Free-tailed Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,136.3962456,-17.90838937,136.1494446,-18.97192116,120570.0339,120.5700339,12.52739103,0.731316076,0.836151092,0.761389057
Mops jobimena,Bicolored Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops johorensis,Johor Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops leucogaster,Grandidier's Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops leucostigma,Malagasy White-bellied Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops major,Lappet-eared Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops midas,Midas' Free-tailed Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,28.17722774,-0.652489553,32.58247942,-2.782299435,543785.7182,543.7857182,-64.41631464,0.328997579,0.435981168,-0.016204148
Mops mops,Malayan Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops nanulus,Dwarf Free-tailed Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,15.8522908,4.662890981,8.217574093,6.959582085,882813.2791,882.8132791,106.3071064,0.026566464,0.154184623,0.124825981
Mops niangarae,Niangaran Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops nigeriae,Nigerian Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops niveiventer,White-bellied Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops petersoni,Peterson's Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops plicatus,Wrinkle-lipped Free-tailed Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,109.9830343,9.622139886,110.9817452,6.338449817,379482.8339,379.4828339,-16.79985659,0.069240146,0.214172554,0.17299331
Mops pusillus,Least Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops russatus,Russet Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops sarasinorum,Sulawesian Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops shortridgei,Shortridge's Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops solomonis,Solomons Mastiff Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops spurrelli,Spurrell's Free-tailed Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,10.16154206,2.875742462,4.440064103,5.124094203,682242.9374,682.2429374,111.1532748,0.389632107,0.419302899,0.364013373
Mops thersites,Railer Free-tailed Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,13.48036312,3.926900178,16.24390174,3.374560925,313030.6295,313.0306295,-78.66278017,0.527901386,0.635433228,0.403735558
Mops tomensis,S&atilde;o Tom&eacute; Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mops trevori,Trevor's Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mormopterus acetabulosus,Mauritian Little Mastiff Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mormopterus doriae,Sumatran Mastiff Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mormopterus francoismoutoui ,Moutou&apos;s Mastiff Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mormopterus kalinowskii,Kalinowski's Mastiff Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mormopterus minutus,Little Goblin Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mormopterus phrudus,Incan Little Mastiff Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myopterus daubentonii,Daubenton's Winged-mouse Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myopterus whitleyi,Bini Winged-mouse Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Neoplatymops mattogrossensis,Mato Grosso Dog-faced Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nyctinomops aurispinosus,Peale's Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nyctinomops femorosaccus,Pocketed Free-tailed Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-108.9034376,30.50166305,-107.5705276,27.80040464,326274.4116,326.2744116,-23.09821025,0.542991779,0.55880956,0.382317776
Nyctinomops laticaudatus,Broad-eared Free-tailed Bat,Unknown,Unknown,Unknown,NM,https://animalia.bio/broad-eared-bat,Short-distance Migrant,-67.72259446,-0.15782354,-65.53488264,1.350172117,295133.2968,295.1332968,-124.3850478,0.384118289,0.479373139,0.197704219
Nyctinomops mbopicuare,GuaranÃ­  Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Otomops formosus,Java Giant Mastiff Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Otomops harrisoni,Harrison's Large-eared Giant Mastiff Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Otomops johnstonei,Johnstone's Giant Mastiff Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Otomops madagascariensis,Malagasy Giant Mastiff Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Otomops papuensis,Papuan Giant Mastiff Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Otomops secundus,Mantled Giant Mastiff Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Otomops wroughtoni,Wroughton's Giant Mastiff Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Ozimops beccarii,Beccari&apos;s Mastiff Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Ozimops cobourgianus,Northwestern Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Ozimops halli,Cape York Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Ozimops kitcheneri,Southwestern Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Ozimops loriae,Loria's Mastiff Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Ozimops lumsdenae,Northern Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Ozimops petersi,Eastern Free-tailed Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,136.8855227,-28.86101323,138.6931542,-29.54173784,191295.7309,191.2957309,-67.2134611,0.464637029,0.657925157,0.45709001
Ozimops planiceps,Southern Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Ozimops ridei,Ride's Free-tailed Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,143.3344916,-26.97323791,149.1535506,-28.10422341,588228.4738,588.2284738,-79.05650372,0.204212665,0.43997713,-0.033824526
Platymops setiger,Peters' Flat-headed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Promops centralis,Big Crested Mastiff Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Promops davisoni,Davison's Crested Mastiff Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Promops nasutus,Brown Mastiff Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Sauromys petrophilus,Roberts's Flat-headed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Setirostris eleryi,Bristle-faced Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Tadarida fulminans,Malagasy Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Tadarida insignis,East Asian Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Tadarida latouchei,La Touche's Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Tadarida lobata,Big-eared Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Tadarida ventralis,Giant Free-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Tomopeas ravum,Blunt-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mormoops blainvillii,Antillean Ghost-faced Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-78.60304054,23.37260698,-78.03884885,21.62236696,202323.3528,202.3233528,-16.56741884,0.234214883,0.406161004,0.294712295
Pteronotus alitonus,Clarion mustached bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteronotus fulvus,Tawny Naked-backed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteronotus fuscus,Dusky Mustached Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteronotus gymnonotus,Big Naked-backed Bat,Unknown,Unknown,Unknown,NM,https://animalia.bio/big-naked-backed-bat,Nonmigratory,-66.97581733,0.757441013,-67.13531163,0.01840908,83624.40815,83.62440815,12.2573892,0.812785308,0.879192912,0.459840471
Pteronotus macleayii,MacLeay's Mustached Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteronotus mesoamericanus,Mesoamerican mustached bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-87.98934223,16.97260364,-88.75901194,16.3762032,105339.1046,105.3391046,51.09363319,0.503104245,0.586347454,0.077523837
Pteronotus mexicanus,Mexican Mustached Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteronotus paraguanensis,Paraguanan Mustached Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteronotus parnellii,Common Mustached Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-77.2277191,13.9019405,-75.17162606,10.04655739,481685.3818,481.6853818,-27.49582898,0.677369817,0.678101343,0.600979513
Pteronotus personatus,Wagner's Mustached Bat,Unknown,Unknown,Unknown,,,Long-distance Migrant,-86.5041813,17.18680072,-78.05574134,11.78597145,1088925.592,1088.925592,-55.72820022,0.331859217,0.497040842,0.315252214
Pteronotus portoricensis,Puerto Rican Mustached Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteronotus psilotis,Tehuantepec Mustached Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteronotus pusillus,Tiny Mustached Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteronotus quadridens,Sooty Mustached Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-77.80653616,22.44506846,-78.67426223,21.94314221,105336.7248,105.3367248,57.99077525,0.273559241,0.522474215,0.409363447
Pteronotus rubiginosus,Rusty Mustached Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mystacina robusta,New Zealand Greater Short-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myzopoda aurita,Sucker-footed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myzopoda schliemanni,Schliemann's Sucker-footed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Chilonatalus macer,Slender Lesser Funnel-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Chilonatalus micropus,Cuban Lesser Funnel-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Chilonatalus tumidifrons,Bahamian Lesser Funnel-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Natalus jamaicensis,Jamaican Greater Funnel-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Natalus macrourus,Long-tailed Greater Funnel-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Natalus major,Hispaniolan Greater Funnel-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Natalus mexicanus,Mexican Greater Funnel-eared Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-95.3001884,25.77720342,-95.54784745,20.30079707,607015.7515,607.0157515,2.348995331,0.216414784,0.462950396,0.147709714
Natalus primus,Cuban Greater Funnel-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Natalus stramineus,Straw-colored Greater Funnel-eared Bat,Unknown,Unknown,Unknown,NM,https://animalia.bio/mexican-funnel-eared-bat,Short-distance Migrant,-83.56217443,18.92908902,-84.32745425,15.46146902,392303.1491,392.3031491,11.86508961,0.444401057,0.562522933,0.195609118
Natalus tumidirostris,Trinidadian Greater Funnel-eared Bat,Unknown,Unknown,Unknown,,,Nonmigratory,-65.79139529,3.973907716,-66.28404117,3.307456771,91795.78181,91.79578181,36.58476985,0.404734662,0.589313261,0.043548616
Nyctiellus lepidus,Gervais' Funnel-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Noctilio albiventris,Lesser Bulldog Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-63.79437989,-1.406447665,-61.01733242,-3.445858356,382416.121,382.416121,-53.93135406,0.27143251,0.461978025,0.317831945
Nycteris arge,Bates's Slit-faced Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,15.61078388,5.034135786,17.71462699,2.172234195,393412.1072,393.4121072,-36.38902988,0.660486959,0.693968946,0.493204328
Nycteris aurita,Andersen's Slit-faced Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nycteris gambiensis,Gambian Slit-faced Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nycteris hispida,Hairy Slit-faced Bat,Unknown,Unknown,Unknown,NM,https://animalia.bio/hairy-slit-faced-bat,Short-distance Migrant,21.52852547,-0.286002436,21.37389768,1.168499472,161749.0772,161.7490772,173.8905256,0.409505396,0.600995942,0.343355679
Nycteris intermedia,Intermediate Slit-faced Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nycteris javanica,Javan Slit-faced Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nycteris macrotis,Large-eared Slit-faced Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,20.43299259,0.868347697,19.67218587,1.455281382,106685.8153,106.6858153,127.4603903,0.830540754,0.856857152,0.554326514
Nycteris major,Dja Slit-faced Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nycteris nana,Dwarf Slit-faced Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nycteris parisii,Parisi's Slit-faced Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nycteris tragata,Malayan Slit-faced Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nycteris woodi,Wood's Slit-faced Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Anoura aequatoris,Ecuadorian Tailless Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Anoura cadenai,Cadena&apos;s Tailless Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Anoura cultrata,Handley's Tailless Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-72.36853908,-3.272283917,-70.21792599,-3.416925668,239534.5662,239.5345662,-86.23459336,0.164978359,0.401260449,0.269374164
Anoura fistulata,Tube-lipped Tailless Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Anoura javieri,Javier's Tailless Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Anoura latidens,Broad-toothed Tailless Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Anoura luismanueli,Luis Manuel's Tailless Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Anoura peruana,Peruvian Tailless Bat,Unknown,Unknown,Unknown,NM,https://animalia.bio/anoura-peruana,Short-distance Migrant,-73.80015898,-5.698383678,-72.89768245,-8.598372781,335847.1785,335.8471785,-17.32500219,0.022575517,0.137727184,0.130675788
Ariteus flavescens,Jamaican Fig-eating Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Artibeus aequatorialis,Equatorial Fruit-eating Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Artibeus amplus,Large Fruit-eating Bat,Unknown,Unknown,Unknown,,,Nonmigratory,-65.11260238,2.768679784,-64.61309244,3.279230492,79186.97465,79.18697465,-135.4608684,0.486242838,0.686896236,0.248557286
Artibeus fimbriatus,Fringed Fruit-eating Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-54.67754532,-25.2990359,-51.32491045,-23.73182505,381519.2429,381.5192429,-117.7519689,0.245558117,0.273203921,0.199866388
Artibeus fraterculus,Fraternal Fruit-eating Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-79.9670665,-3.680345118,-79.95231253,-2.036330049,181797.8399,181.7978399,-179.4833596,0.502904662,0.572923115,0.556664099
Artibeus hirsutus,Hairy Fruit-eating Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-104.0875093,22.52250774,-102.6294372,21.09754133,218227.584,218.227584,-43.42803599,0.403811087,0.535077771,0.468419717
Artibeus inopinatus,Honduran Fruit-eating Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Artibeus intermedius,Common Fruit-eating Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Artibeus planirostris,Flat-headed Fruit-eating Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-60.18365196,-8.236269677,-61.44069272,-5.781042011,304983.5506,304.9835506,152.9827808,0.729812962,0.835829824,0.592721236
Artibeus schwartzi,Schwartz&apos;s Fruit-eating Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Brachyphylla nana,Cuban Fruit-eating Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Carollia benkeithi,Ben Keith's Short-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Carollia castanea,Chestnut Short-tailed Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-67.75211613,-0.365353745,-61.43227545,-5.400473983,896311.8737,896.3118737,-51.80318779,0.458621056,0.646242335,0.411814437
Carollia manu,Manu Short-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Carollia monohernandezi,Hern&aacute;ndez-Camacho's Short-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Carollia sowelli,Sowell&apos;s Short-tailed Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-88.084001,16.03619329,-85.63062315,15.81463953,263832.8424,263.8328424,-84.33231273,0.424597775,0.629508711,0.503271111
Carollia subrufa,Gray Short-tailed Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-78.30731823,10.84156149,-75.32342597,9.467289177,360591.6451,360.5916451,-64.81068617,0.608191229,0.753083777,0.322330302
Chiroderma doriae,Brazilian Big-eyed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Chiroderma gorgasi,Fierce Big-eyed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Chiroderma improvisum,Guadeloupean Big-eyed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Chiroderma scopaeum,Mexican Big-eyed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Chiroderma trinitatum,Little Big-eyed Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-62.93457871,-5.030311076,-62.14898527,-6.394774694,174183.4647,174.1834647,-30.01280107,0.816633256,0.872503558,0.698903542
Chiroderma villosum,Hairy Big-eyed Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-65.87160494,-1.850948149,-64.06296079,-2.81253714,227541.0614,227.5410614,-62.18047932,0.6912282,0.793093927,0.496535243
Choeroniscus godmani,Godman's Long-tongued Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-78.62085308,11.30193767,-73.42240829,8.059697633,673775.7243,673.7757243,-57.43067017,0.230550554,0.406975068,0.23425689
Choeroniscus minor,Lesser Long-tongued Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Choeroniscus periosus,Greater Long-tongued Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Chrotopterus auritus,Woolly False Vampire Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-62.65558511,-4.498168192,-63.44416858,-3.556446259,136060.2996,136.0602996,139.9658281,0.30828961,0.531816223,0.375225355
Dermanura anderseni,Andersen's Fruit-eating Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-66.79529809,-4.27321276,-70.48255159,-3.829851524,412367.6507,412.3676507,96.95601946,0.38505639,0.609990006,0.365825956
Dermanura azteca,Aztec Fruit-eating Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-97.10056728,18.49258559,-95.61607924,18.43474253,156928.8905,156.9288905,-87.42684696,0.553618298,0.57044283,0.477835313
Dermanura bogotensis,Bogot&aacute; Fruit-eating Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-65.37991993,2.361414105,-69.15910633,1.623921569,428276.9886,428.2769886,78.96155124,0.537480737,0.724040211,0.358710913
Dermanura cinerea,Gervais' Fruit-eating Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-66.08305167,-0.67881875,-61.33886972,-7.207765222,893613.7861,893.6137861,-36.31479331,0.267691805,0.517176798,0.18983981
Dermanura glauca,Silvery Fruit-eating Bat,Unknown,Unknown,Unknown,,,Nonmigratory,-63.49333937,-3.531086322,-63.3903393,-3.29056896,28954.28945,28.95428945,-156.7181236,0.772735721,0.814053779,0.505467584
Dermanura gnoma,Dwarf Fruit-eating Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-64.24892839,-2.415397225,-60.67236317,-3.863286647,428566.3637,428.5663637,-68.16889466,0.640473945,0.696529458,0.500919857
Dermanura phaeotis,Pygmy Fruit-eating Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-84.17543283,13.05629003,-79.96217376,10.64628468,530843.1916,530.8431916,-59.43576962,0.52970261,0.663064231,0.526906939
Dermanura rava,Amber Fruit-eating Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Dermanura rosenbergi,Rosenberg&apos;s Fruit-eating Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Dermanura watsoni,Thomas' Fruit-eating Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-83.97133155,12.097425,-84.249353,13.5353555,161914.7673,161.9147673,169.2253218,0.515503571,0.5897288,0.438697261
Dryadonycteris capixaba,Espirito Santo Atlantic Forest Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Ectophylla alba,Honduran White Bat,Unknown,Unknown,Unknown,NM,https://animalia.bio/honduran-white-bat,Short-distance Migrant,-83.97744648,11.54625382,-83.76406582,10.64410828,102477.995,102.477995,-13.12872844,0.25477707,0.305771438,0.284173199
Enchisthenes hartii,Velvety Fruit-eating Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-78.9446554,6.590961486,-77.8904077,4.6316062,246148.3116,246.1483116,-28.27735266,0.461147963,0.595765139,0.461337048
Erophylla bombifrons,Brown Flower Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Erophylla sezekorni,Buffy Flower Bat,Unknown,Unknown,Unknown,NM,https://animalia.bio/buffy-flower-bat,Short-distance Migrant,-74.70659722,22.76967593,-77.3417815,22.14575131,279889.0973,279.8890973,75.2080493,0.093011811,0.242985355,0.174711287
Gardnerycteris keenani,Keenan&apos;s Hairy-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Gardnerycteris koepckeae,Koepcke's Hairy-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Glossophaga antillarum,Jamaican Long-tongued Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Glossophaga bakeri,Baker's Long-tongued Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Glossophaga commissarisi,Commissaris's Long-tongued Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-86.27592385,13.62926871,-83.36255815,13.96200962,317159.9899,317.1599899,-96.31657358,0.54933247,0.568247199,0.397019353
Glossophaga leachii,Gray's Long-tongued Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-93.6007571,18.50103004,-91.78586806,18.71526476,192997.526,192.997526,-96.76740408,0.404427154,0.571988009,0.417800626
