Latin Name,Common Name,Status,Fig_stat,Mig_or_NM,Combo,Choices,Additional migration info,Source,,Mig Status (based on Fleming & Eby 2003),percent overlap ,sum_lon,sum_lat,win_lon,win_lat,distance (m),dist (km),bearing,D,I,rank.corr
Lophostoma occidentale,Western Round-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Lophostoma schulzi,Schulz's Round-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Lophostoma silvicola,White-throated Round-eared Bat,Nonmigratory,Nonmigratory,2,,,NM,Moussy 2013,,Short-distance Migrant,43.14919767,-61.87395389,-5.224246931,-59.61149582,-5.672167785,255570.695,255.570695,-78.93349692,0.623618948,0.748066616,0.438760988
Macrophyllum macrophyllum,Long-legged Bat,Unknown,Unknown,0,,,,,,Nonmigratory,52.79290992,-65.42106604,-1.120814237,-65.67708202,-0.780735597,47181.20178,47.18120178,142.8478484,0.722336093,0.815506104,0.502277098
Macrotus californicus,Californian Leaf-nosed Bat,Nonmigratory,Nonmigratory,2,,,NM-B&B2014,Burns & Broder; Phillips & Comus 2000 a natl history of the Sonoran Desert; https://animalia.bio/california-leaf-nosed-bat,,Short-distance Migrant,24.03290257,-111.7026402,31.61840287,-109.051927,29.43104438,351431.5172,351.4315172,-45.70622813,0.705710419,0.725847975,0.595392654
Macrotus waterhousii,Waterhouse's Leaf-nosed Bat,Nonmigratory,Nonmigratory,2,,,NM-B&B2014,Burns & Broder 2014; https://animalia.bio/waterhouses-leaf-nosed-bat,,Long-distance Migrant,11.19340178,-94.76356846,29.97000986,-93.21409355,20.82600024,1024862.608,1024.862608,-8.426155345,0.144728538,0.378274008,0.210129101
Mesophylla macconnelli,MacConnell's Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,26.22633989,-68.72064819,-2.984201938,-63.46821932,-4.174444926,598211.6847,598.2116847,-77.46330364,0.374582505,0.606751762,0.377064115
Micronycteris brosseti,Brosset's Big-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Micronycteris buriri,St. Vincent Big-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Micronycteris giovanniae,Giovanni's Big-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Micronycteris hirsuta,Hairy Big-eared Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,11.20711075,-66.88957277,6.108158553,-64.3646542,-1.628137661,900320.2905,900.3202905,-18.14181308,0.189720155,0.364096942,0.098125918
Micronycteris matses,Matses Big-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Micronycteris megalotis,Little Big-eared Bat,Potential Migrant,Migratory,3,,,Altitudinal mig. suggested in McGuire & Boyle 2013,McGuire & Boyle 2013,,Short-distance Migrant,41.05290709,-66.40404342,-0.832207905,-64.48132429,-2.195497139,261728.5924,261.7285924,-54.86215448,0.692562374,0.741436001,0.432177285
Micronycteris microtis,Common Big-eared Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,16.22449974,-76.15007141,9.515702296,-69.1539321,3.826941133,996836.0299,996.8360299,-50.51867235,0.546058945,0.585652723,0.427928515
Micronycteris minuta,Tiny Big-eared Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,11.36164678,-66.28920539,0.648359527,-62.2257502,-1.824708455,528525.8602,528.5258602,-58.87758952,0.282282455,0.435434019,0.253240109
Micronycteris sanborni,Sanborn's Big-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Micronycteris schmidtorum,Schmidt's Big-eared Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,15.29397026,-68.87285503,4.28453378,-67.6031633,2.534971344,239444.8189,239.4448189,-36.06765899,0.489935232,0.574278226,0.424414809
Micronycteris simmonsae,Simmons' Big-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Micronycteris tresamici,Three Friends Big-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Micronycteris yatesi,Yates' Big-Eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mimon bennettii,Southern Golden Bat,Unknown,Unknown,0,,,NM,https://animalia.bio/golden-bat,,Long-distance Migrant,8.529277245,-66.04519682,6.049729144,-63.55766709,-3.749061564,1118252.806,1118.252806,-14.32692425,0.238295503,0.458064369,0.358997413
Mimon cozumelae,Cozumelan Golden Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,1.813218951,-88.99985277,20.10291519,-90.57112604,17.24050914,357567.3361,357.5673361,27.37031062,0.037320383,0.19205335,0.139721655
Monophyllus plethodon,Insular Single-leaf Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Monophyllus redmani,Leach's Single-leaf Bat,Unknown,Unknown,0,,,NM,https://animalia.bio/leachs-single-leaf-bat,,Short-distance Migrant,9.795091196,-76.88793844,21.81404832,-73.89448052,19.61324985,395703.8777,395.7038777,-51.47424076,0.34603434,0.548047568,0.462790593
Musonycteris harrisoni,Banana Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Neonycteris pusilla,Least Big-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Phylloderma stenops,Pale-faced Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,29.4513646,-67.36445648,2.327225232,-65.36883534,-1.606639338,488408.6629,488.4086629,-27.05398783,0.40072559,0.602026569,0.273721647
Phyllonycteris aphylla,Jamaican Flower Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Phyllonycteris poeyi,Cuban Flower Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Phyllops falcatus,Cuban Fig-eating Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Phyllostomus discolor,Pale Spear-nosed Bat,Unknown,Unknown,0,,,,,,Long-distance Migrant,22.52454516,-68.59667438,4.971905779,-61.93384765,-2.269624753,1090998.523,1090.998523,-42.77260738,0.56046114,0.641981163,0.45977031
Phyllostomus elongatus,Lesser Spear-nosed Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,35.4352741,-64.43702035,-1.559320335,-62.05608251,-2.720574894,294342.1865,294.3421865,-64.18364034,0.65638317,0.715494268,0.444791759
Phyllostomus hastatus,Greater Spear-nosed Bat,Potential Migrant/Nonmigratory,Nonmigratory,FALSE,,,"Potential alt. migration - McGuire/Boyle; NM - McGuire/Ratcliffe, NM-B&B2014",McGuire & Boyle 2013; McGuire & Ratcliffe 2011; https://animalia.bio/greater-spear-nosed-bat; Burns & Broder 2014,,Short-distance Migrant,46.37128308,-63.80330257,-2.647525003,-60.40437784,-6.11760114,538081.1808,538.0811808,-44.65661204,0.57632979,0.751489791,0.433465953
Phyllostomus latifolius,Guianan Spear-nosed Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,3.57950451,-57.06868026,4.269072478,-62.90792131,0.571893514,767311.8169,767.3118169,57.7133397,0.101470023,0.31255617,0.251208519
Platalina genovensium,Long-snouted Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Platyrrhinus albericoi,Alberico&apos;s Broad-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Platyrrhinus angustirostris,Slender Broad-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Platyrrhinus aquilus,Darien Broad-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Platyrrhinus aurarius,Eldorado Broad-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Platyrrhinus brachycephalus,Short-headed Broad-nosed Bat,Potential Migrant,Migratory,3,,,Altitudinal mig. suggested in McGuire & Boyle 2013,McGuire & Boyle 2013,,Short-distance Migrant,5.725736274,-70.4982047,0.296276446,-64.88725846,-5.072094144,861138.5832,861.1385832,-46.58302918,0.219110452,0.337279311,0.207273157
Platyrrhinus dorsalis,Thomas' Broad-nosed Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,2.137745895,-72.51924405,-4.433595467,-74.94369286,2.265381764,788311.8078,788.3118078,159.9940014,0.229515916,0.455316298,0.43425476
Platyrrhinus fusciventris,Brown-bellied Broad-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Platyrrhinus guianensis,Guianan Broad-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Platyrrhinus helleri,Heller's Broad-nosed Bat,Potential Migrant,Migratory,3,,,Altitudinal mig. suggested in McGuire & Boyle 2013,McGuire & Boyle 2013,,Short-distance Migrant,33.48104846,-68.88609439,0.307302463,-67.46782237,-0.121113076,164834.4997,164.8344997,-73.29798449,0.628127444,0.727760773,0.509291808
Platyrrhinus incarum,Incan Broad-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Platyrrhinus infuscus,Buffy Broad-nosed Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,17.4410193,-71.40110341,-6.684859262,-68.32527773,-3.636853359,479453.6121,479.4536121,-134.7934254,0.342681089,0.487934415,0.217983097
Platyrrhinus ismaeli,Ismael&apos;s Broad-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Platyrrhinus lineatus,White-lined Broad-nosed Bat,Potential Migrant,Migratory,3,,,mention phenological changes in bat activity - migration could be possible,Pedro & Taddei 2002,,Short-distance Migrant,5.444189407,-57.67864449,-17.80285712,-52.66193608,-17.05836498,539284.9652,539.2849652,-99.53438158,0.360714405,0.459359761,0.385753591
Platyrrhinus masu,Quechua Broad-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Platyrrhinus matapalensis,Matapalo Broad-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Platyrrhinus nitelinea,Western Broad-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Platyrrhinus recifinus,Recife Broad-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Platyrrhinus umbratus,Shadowy Broad-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Platyrrhinus vittatus,Greater Broad-nosed Bat,Unknown,Unknown,0,,,,,,Nonmigratory,5.03390065,-75.40425697,0.009001831,-76.0830182,0.159240381,77363.92112,77.36392112,102.3991657,0.363066732,0.469988776,0.408582162
Pygoderma bilabiatum,Ipanema Broad-nosed Bat,Migratory,Migratory,1,,,"Altitudinal mig. suggested in McGuire & Boyle 2013, Esberard 2011 provides evidence",McGuire & Boyle 2013; Esberard et al 2011 evidence of vert mig. in Ipanema bat; https://animalia.bio/ipanema-bat?property=76,,Short-distance Migrant,3.586757034,-56.76216727,-18.53680378,-55.19459236,-25.58432434,796952.9973,796.9529973,-12.01626742,0.084610391,0.290103182,0.218611905
Rhinophylla alethina,Hairy Little Fruit Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Rhinophylla fischerae,Fischer's Little Fruit Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,19.75325319,-70.81901042,-1.848003945,-67.37154,-3.678366349,433464.4293,433.4644293,-62.25738051,0.503143104,0.616232988,0.442722143
Rhinophylla pumilio,Dwarf Little Fruit Bat,Unknown,Unknown,0,,,NM,https://animalia.bio/dwarf-little-fruit-bat,,Short-distance Migrant,42.20006884,-63.22693496,-2.881850177,-62.86060699,-3.854122053,114961.0987,114.9610987,-20.75025029,0.813326971,0.875908771,0.767109614
Scleronycteris ega,Ega Long-tongued Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Sphaeronycteris toxophyllum,Visored Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Stenoderma rufum,Red Fruit Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Sturnira adrianae,Adriana's Yellow-shouldered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Sturnira angeli,Angel's Yellow-shouldered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Sturnira aratathomasi,Aratathomas' Yellow-shouldered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Sturnira bakeri,Baker's Yellow-shouldered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Sturnira bidens,Bidentate Yellow-shouldered Bat,Unknown,Unknown,0,,,NM,https://animalia.bio/bidentate-yellow-shouldered-bat,,Short-distance Migrant,1.555804938,-75.60887658,-4.270981334,-75.79455229,2.017095138,695615.9257,695.6159257,178.2985863,0.266193063,0.421814624,0.401486364
Sturnira bogotensis,Bogot&aacute; Yellow-shouldered Bat,Unknown,Unknown,0,,,NM,https://animalia.bio/bogot-yellow-shouldered-bat; https://en.wikipedia.org/wiki/Bogot%C3%A1_yellow-shouldered_bat,,Short-distance Migrant,1.861909517,-74.26871566,-4.906879579,-73.72640045,-2.647162769,257035.5605,257.0355605,-166.4628138,0.323946886,0.426242254,0.400608035
Sturnira burtonlimi,Burton Lim's Yellow-shouldered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Sturnira erythromos,Hairy Yellow-shouldered Bat,Potential Migrant,Migratory,3,,,Altitudinal mig. suggested in McGuire & Boyle 2013,McGuire & Boyle 2013 (cites Giannini 1999 - surveys of Sturnira sp over elev gradient),,Short-distance Migrant,10.06315748,-72.85370442,-6.455913219,-71.66140392,-7.281361271,160308.6583,160.3086583,-55.36144404,0.63085456,0.762143709,0.728596438
Sturnira giannae,Gianna's Yellow-shouldered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Sturnira hondurensis,Honduran Yellow-shouldered Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,27.66045155,-89.1389773,16.49190411,-91.81818028,18.09320398,335467.9899,335.4679899,121.4839621,0.465313374,0.590048324,0.241001161
Sturnira koopmanhilli,Koopman and Hill&apos;s Yellow-shouldered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Sturnira lilium,Little Yellow-shouldered Bat,Potential Migrant,Migratory,3,,,"Mello et al. 2008 mentions possible seasonal altitudinal migration, M&B2013 also mentions potential alt mig (cites Giannini 1999 and others)",Pedro & Taddei 2002; Mello et al. 2008; McGuire & Boyle 2013; Giannini 1999 + others,,Short-distance Migrant,30.4207912,-66.36667623,-2.734188754,-63.8267114,-4.25521533,328534.9205,328.5349205,-59.28940253,0.721182397,0.726657424,0.544017189
Sturnira ludovici,Highland Yellow-shouldered Bat,Potential Migrant,Migratory,3,,,Altitudinal mig. suggested in McGuire & Boyle 2013 (cites Fraser 2010),McGuire & Boyle 2013 (cites Fraser et al 2010),,Long-distance Migrant,9.146744578,-73.61930385,3.109589414,-84.33195058,9.947951514,1404990.818,1404.990818,121.8455085,0.18926296,0.41950738,0.294572601
Sturnira luisi,Luis' Yellow-shouldered Bat,Unknown,Unknown,0,,,NM,https://animalia.bio/louiss-yellow-shouldered-bat,,Short-distance Migrant,31.568784,-73.66189928,-2.094669324,-70.46493784,-0.890860528,379844.8043,379.8448043,-110.5500299,0.403673956,0.626311706,0.321678811
Sturnira magna,Greater Yellow-shouldered Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,18.23748299,-70.08729391,-4.627501814,-69.35407286,-5.572515911,132402.6219,132.4026219,-37.91545398,0.402828111,0.553084169,0.349845733
Sturnira mistratensis,Mistratoan Yellow-shouldered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Sturnira mordax,Talamancan Yellow-shouldered Bat,Potential Migrant,Migratory,3,,,Alt mig suggested in M&B2013 (cites McCarthy 2005),McGuire & Boyle 2013 (cites McCarthy et al 2005),,,,,,,,,,,,,
Sturnira nana,Lesser Yellow-shouldered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Sturnira oporaphilum,Tschudi's Yellow-shouldered Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,7.637322426,-70.24296442,-6.707329452,-72.1958342,-5.934472414,232367.1902,232.3671902,111.6863211,0.528097449,0.5371759,0.461263121
Sturnira parvidens,Northern Yellow-shouldered Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,11.18164272,-84.28676264,16.08760792,-85.60825255,15.32366837,164955.6217,164.9556217,58.99443141,0.484605147,0.603979394,0.515868247
Sturnira paulsoni,Paulson's Yellow-shouldered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Sturnira perla,La Perla Forest Yellow-shouldered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Sturnira sorianoi,Soriano&apos;s Yellow-shouldered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Sturnira tildae,Tilda's Yellow-shouldered Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,33.59082227,-63.34946596,-4.633252515,-61.8741295,-5.026497384,169333.0109,169.3330109,-75.18229204,0.756943673,0.813087579,0.687524623
Tonatia bakeri,Baker's Round-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Tonatia bidens,Greater Round-eared Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,24.50339613,-64.04480067,-2.176290622,-61.51087774,-4.873679338,410146.2682,410.1462682,-43.43262489,0.4927869,0.625180518,0.404047701
Tonatia maresi,Mares' Round-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Trachops cirrhosus,Fringe-lipped Bat,Unknown,Unknown,0,,,NM,https://animalia.bio/fringe-lipped-bat,,Short-distance Migrant,27.03659976,-65.90734812,0.115361529,-63.22069635,-2.050431341,383096.0153,383.0960153,-51.33997625,0.602197448,0.628299296,0.357888483
Trinycteris nicefori,Niceforo's Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,32.75970619,-66.59322059,0.257041525,-64.16461219,-0.901984662,299181.7988,299.1817988,-64.64718074,0.594983622,0.607055162,0.154362699
Uroderma bakeri,Baker's Tent-making Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Uroderma bilobatum,Common Tent-making Bat,Potential Migrant/Nonmigratory,Nonmigratory,FALSE,,,"Altitudinal mig. suggested in McGuire & Boyle 2013 (cites Hutson 2004), putative nonmigrant - Moussy 2013, NM - B&B2014",McGuire & Boyle 2013 (cites Hutson 2004); https://animalia.bio/tent-making-bat (says not a migrant but provides no evidence); Burns & Broder 2014; Moussy et al. 2013 says putative NM,,Nonmigratory,49.04497132,-65.06192559,-1.611711694,-64.7588305,-1.882635481,45108.88361,45.10888361,-48.39028126,0.845148992,0.859808544,0.678358014
Uroderma convexum,Arcuate Tent-making Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,12.59252207,-82.22665844,10.4945149,-80.36241285,9.928667203,213633.699,213.633699,-72.80055353,0.545023323,0.582193226,0.466299156
Uroderma davisi,Davis' Tent-making Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,2.335442186,-88.68304388,14.00377057,-89.69877345,13.88636364,110525.212,110.525212,83.12835586,0.164930514,0.357383226,0.319691619
Uroderma magnirostrum,Brown Tent-making Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,29.42360952,-64.58704573,-1.981150407,-61.25483636,-6.010562279,579146.568,579.146568,-39.83928089,0.476766031,0.630723675,0.340009074
Vampyressa elisabethae,Elisabeth's Little Yellow-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Vampyressa melissa,Melissa's Little Yellow-eared Bat,Potential Migrant,Migratory,3,,,Alt mig suggested in M&B2013 (cites Hutson2004),McGuire & Boyle 2013 (cites Hutson 2004),,,,,,,,,,,,,
Vampyressa pusilla,Southern Little Yellow-eared Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,31.70560186,-65.52902715,-2.102562286,-62.31628195,-5.294312157,501909.0243,501.9090243,-45.43457256,0.573141578,0.643319547,0.315910494
Vampyressa thyone,Northern Little Yellow-eared Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,47.6178676,-68.2638743,0.358468239,-69.57350945,1.895176089,223870.2136,223.8702136,139.3617379,0.589068642,0.73866395,0.314570233
Vampyressa voragine,La VorÃ¡gine Little Yellow-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Vampyriscus bidens,Bidentate Yellow-eared Bat,Unknown,Unknown,0,,,,,,Nonmigratory,49.44359756,-64.68501024,-2.638458503,-64.11784362,-3.268636239,93975.81502,93.97581502,-42.15556138,0.719677565,0.831781194,0.613264795
Vampyriscus brocki,Brock's Yellow-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Vampyriscus nymphaeus,Striped Yellow-eared Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,25.98209846,-75.10861846,3.267305071,-76.49362923,4.51448145,206594.1256,206.5941256,131.8287878,0.457525071,0.649509037,0.448096939
Vampyrodes caraccioli,Caracciolo&apos;s Stripe-faced Bat,Potential Migrant,Migratory,3,,,Altitudinal mig. suggested in McGuire & Boyle 2013,McGuire & Boyle 2013 (cites Hutson 2004),,Short-distance Migrant,25.65462738,-67.40032877,3.34263445,-63.39450413,-3.51324984,879386.111,879.386111,-30.49300448,0.322109782,0.545026426,0.203539888
Vampyrodes major,Greater Stripe-faced Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,20.37741253,-74.48040021,7.15116581,-78.26723081,11.36088573,624373.611,624.373611,137.8925653,0.376293306,0.565061599,0.339805191
Vampyrum spectrum,Spectral Bat,Nonmigratory,Nonmigratory,2,,,NM - M&R2011,McGuire & Ratcliffe 2011; https://animalia.bio/spectral-bat,,Short-distance Migrant,43.41725386,-66.1605476,-0.388846154,-63.83991221,-2.772365658,368969.3428,368.9693428,-44.4534228,0.722402057,0.798433942,0.568403084
Xeronycteris vieirai,Vieira&apos;s Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Acerodon celebensis,Sulawesi Fruit Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Acerodon humilis,Talaud Fruit Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Acerodon jubatus,Golden-capped Fruit Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Acerodon leucotis,Palawan Fruit Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Acerodon macklotii,Sunda Fruit Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Aethalops aequalis,Borneo Fruit Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Aethalops alecto,Pygmy Fruit Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Alionycteris paucidentata,Mindanao Pygmy Fruit Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Aproteles bulmerae,Bulmer's Fruit Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Balionycteris maculata,Spotted-winged Fruit Bat,Unknown,Unknown,0,,,Mig,https://animalia.bio/spotted-winged-fruit-bat?property=76,,Nonmigratory,66.18416463,108.8427094,1.177312613,109.1703081,0.811442565,54462.8678,54.4628678,-42.02540233,0.763342297,0.859402537,0.433281475
Balionycteris seimundi,Malayan Spotted-winged Fruit Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Boneia bidens,Manado Rousette,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Casinycteris argynnis,Golden Short-palated Fruit Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Casinycteris campomaanensis,Campo-Ma'an Fruit Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Casinycteris ophiodon,Pohle's Fruit Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Chironax melanocephalus,Black-capped Fruit Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Chironax tumulus,Sulawesi Black-capped Fruit Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Cynopterus brachyotis,Lesser Short-nosed Fruit Bat,Nonmigratory,Nonmigratory,2,,,"NM, unknown in Moussy 2013, NM-W&M2022",Moussy 2013; McGuire & Ratcliffe 2011; https://animalia.bio/lesser-short-nosed-fruit-bat; Webber & McGuire 2022,,Short-distance Migrant,23.76804645,103.6410219,11.7900222,109.8234604,5.235533422,994139.6272,994.1396272,-42.78226285,0.477579279,0.624607293,0.417425121
